val_acc,val_loss,epoch,step,test_acc,test_loss,train_acc,train_loss
0.021233370527625084,4.92318058013916,0,0,,,,
,,0,0,0.012511806562542915,5.009153842926025,,
0.4149784743785858,2.016200542449951,0,62,,,,
,,0,62,,,0.30260026454925537,2.6255247592926025
0.4802021086215973,1.759994626045227,1,125,,,,
,,1,125,,,0.4435206353664398,1.8864299058914185
0.5172008872032166,1.6210278272628784,2,188,,,,
,,2,188,,,0.493056982755661,1.6983891725540161
0.5443196296691895,1.5198410749435425,3,251,,,,
,,3,251,,,0.5301153659820557,1.5695462226867676
0.5639387369155884,1.4479578733444214,4,314,,,,
,,4,314,,,0.5585288405418396,1.4707673788070679
0.5810613036155701,1.3888078927993774,5,377,,,,
,,5,377,,,0.5794776678085327,1.397477149963379
0.5986522436141968,1.3360631465911865,6,440,,,,
,,6,440,,,0.5977685451507568,1.327285885810852
0.6057743430137634,1.308435082435608,7,503,,,,
,,7,503,,,0.6156086325645447,1.2691723108291626
0.618986189365387,1.268764853477478,8,566,,,,
,,8,566,,,0.6281188130378723,1.2198398113250732
0.6279621124267578,1.2452263832092285,9,629,,,,
,,9,629,,,0.6413915157318115,1.1744942665100098
0.6346879601478577,1.220626711845398,10,692,,,,
,,10,692,,,0.6554858684539795,1.1282527446746826
0.6412581205368042,1.1999099254608154,11,755,,,,
,,11,755,,,0.6669855713844299,1.0896592140197754
0.6449926495552063,1.1956193447113037,12,818,,,,
,,12,818,,,0.6778790354728699,1.0538595914840698
0.6515539288520813,1.1782898902893066,13,881,,,,
,,13,881,,,0.6875253319740295,1.0158600807189941
0.6533252596855164,1.1645448207855225,14,944,,,,
,,14,944,,,0.6963458061218262,0.9843180775642395
0.6622063517570496,1.1500287055969238,15,1007,,,,
,,15,1007,,,0.706058144569397,0.9509316682815552
0.6634361147880554,1.1549240350723267,16,1070,,,,
,,16,1070,,,0.713486909866333,0.9261905550956726
0.6690633893013,1.13333261013031,17,1133,,,,
,,17,1133,,,0.7224863767623901,0.8950093984603882
0.6712285876274109,1.1362707614898682,18,1196,,,,
,,18,1196,,,0.7316149473190308,0.8648873567581177
0.6723811626434326,1.130037546157837,19,1259,,,,
,,19,1259,,,0.7372954487800598,0.8425008654594421
0.675042986869812,1.1247975826263428,20,1322,,,,
,,20,1322,,,0.7438961267471313,0.8203144073486328
0.6762323379516602,1.120261788368225,21,1385,,,,
,,21,1385,,,0.7517779469490051,0.7954713702201843
0.680729329586029,1.1222299337387085,22,1448,,,,
,,22,1448,,,0.7575520873069763,0.775375247001648
0.6822424530982971,1.1246854066848755,23,1511,,,,
,,23,1511,,,0.7626761794090271,0.7585058212280273
0.6844058632850647,1.1115726232528687,24,1574,,,,
,,24,1574,,,0.7679142355918884,0.7347089648246765
0.6870970129966736,1.1100029945373535,25,1637,,,,
,,25,1637,,,0.7735474705696106,0.7176102995872498
0.6884000897407532,1.1187483072280884,26,1700,,,,
,,26,1700,,,0.7793688178062439,0.7001276016235352
0.6874332427978516,1.1225297451019287,27,1763,,,,
,,27,1763,,,0.7820835113525391,0.6875981092453003
0.6913962960243225,1.1219136714935303,28,1826,,,,
,,28,1826,,,0.7885172367095947,0.6667089462280273
0.6917261481285095,1.1224631071090698,29,1889,,,,
,,29,1889,,,0.7908848524093628,0.658108651638031
0.6933839321136475,1.1212700605392456,30,1952,,,,
,,30,1952,,,0.7964309453964233,0.6414999961853027
0.6931246519088745,1.137624740600586,31,2015,,,,
,,31,2015,,,0.7982187867164612,0.6265007257461548
0.6941906213760376,1.1273841857910156,32,2078,,,,
,,32,2078,,,0.8023135662078857,0.613489031791687
0.6956540942192078,1.13117253780365,33,2141,,,,
,,33,2141,,,0.806934118270874,0.6015618443489075
0.6984233856201172,1.1360750198364258,34,2204,,,,
,,34,2204,,,0.8094387054443359,0.5904101133346558
0.6993241906166077,1.1351627111434937,35,2267,,,,
,,35,2267,,,0.8139444589614868,0.5784916877746582
0.6978529095649719,1.1556905508041382,36,2330,,,,
,,36,2330,,,0.8158801794052124,0.5685364007949829
0.7028237581253052,1.139168620109558,37,2393,,,,
,,37,2393,,,0.8177961707115173,0.5596898198127747
0.7021848559379578,1.1440885066986084,38,2456,,,,
,,38,2456,,,0.8217170834541321,0.5448859930038452
0.7010316848754883,1.1538995504379272,39,2519,,,,
,,39,2519,,,0.8256590962409973,0.5344011783599854
0.7004439234733582,1.15619695186615,40,2582,,,,
,,40,2582,,,0.8285264372825623,0.5249740481376648
0.7063375115394592,1.159576654434204,41,2645,,,,
,,41,2645,,,0.8305516242980957,0.5173152685165405
