val_acc,val_loss,epoch,step,train_acc,train_loss
0.6374269127845764,0.7489272356033325,0,0,,
0.6315789222717285,0.7330405116081238,0,12,,
,,0,12,0.6272040009498596,0.7407456636428833
0.5614035129547119,0.7202598452568054,1,25,,
,,1,25,0.6272040009498596,0.7261525988578796
0.3625730872154236,0.7100244760513306,2,38,,
,,2,38,0.5667506456375122,0.7138960957527161
0.31578946113586426,0.7008723020553589,3,51,,
,,3,51,0.35768261551856995,0.7037017345428467
0.5964912176132202,0.6925856471061707,4,64,,
,,4,64,0.4307304918766022,0.6946325898170471
0.6491228342056274,0.6847288608551025,5,77,,
,,5,77,0.6347606778144836,0.6869861483573914
0.6608186960220337,0.677856981754303,6,90,,
,,6,90,0.6750629544258118,0.6790411472320557
0.6608186960220337,0.671029806137085,7,103,,
,,7,103,0.6725440621376038,0.6720384359359741
0.6549707651138306,0.6644336581230164,8,116,,
,,8,116,0.6599496006965637,0.6656655073165894
0.6608186960220337,0.6582596302032471,9,129,,
,,9,129,0.6649873852729797,0.6588782668113708
0.6725146174430847,0.6523621082305908,10,142,,
,,10,142,0.6826196312904358,0.6527449488639832
0.6725146174430847,0.6464122533798218,11,155,,
,,11,155,0.6901763081550598,0.6469154357910156
0.6783625483512878,0.6406488418579102,12,168,,
,,12,168,0.7103274464607239,0.6407603621482849
0.7134503126144409,0.6352433562278748,13,181,,
,,13,181,0.7204030156135559,0.6352041959762573
0.7134503126144409,0.6297169923782349,14,194,,
,,14,194,0.7304785847663879,0.6294506192207336
0.7134503126144409,0.6243876218795776,15,207,,
,,15,207,0.74055415391922,0.6239050030708313
0.7251461744308472,0.6192750334739685,16,220,,
,,16,220,0.748110830783844,0.6184923648834229
0.7485380172729492,0.6141687631607056,17,233,,
,,17,233,0.7657430768013,0.6133692860603333
0.7543859481811523,0.6092073917388916,18,246,,
,,18,246,0.7732997536659241,0.608106791973114
0.7660818696022034,0.604317843914032,19,259,,
,,19,259,0.7808564305305481,0.6030427813529968
0.7660818696022034,0.599498987197876,20,272,,
,,20,272,0.7808564305305481,0.5981221795082092
0.7660818696022034,0.5947607159614563,21,285,,
,,21,285,0.7884131073951721,0.5931763648986816
0.7719298005104065,0.5901609063148499,22,298,,
,,22,298,0.7934508919715881,0.5882668495178223
0.7836257219314575,0.5855147838592529,23,311,,
,,23,311,0.8110831379890442,0.5836966633796692
0.7719298005104065,0.5809829831123352,24,324,,
,,24,324,0.8110831379890442,0.5790959596633911
0.8011695742607117,0.5766089558601379,25,337,,
,,25,337,0.8236775994300842,0.5743960738182068
0.7953216433525085,0.5721796751022339,26,350,,
,,26,350,0.8362720608711243,0.5698136687278748
0.8011695742607117,0.5679380893707275,27,363,,
,,27,363,0.8362720608711243,0.5653896927833557
0.8070175647735596,0.5636157393455505,28,376,,
,,28,376,0.8387909531593323,0.5609488487243652
0.8245614171028137,0.5594974160194397,29,389,,
,,29,389,0.8438287377357483,0.5564809441566467
0.8538011908531189,0.5554280281066895,30,402,,
,,30,402,0.8463476300239563,0.5522303581237793
0.8538011908531189,0.551359236240387,31,415,,
,,31,415,0.8564231991767883,0.5481274724006653
0.847953200340271,0.5474348068237305,32,428,,
,,32,428,0.8539043068885803,0.544045627117157
0.847953200340271,0.5435094833374023,33,441,,
,,33,441,0.8539043068885803,0.5398147702217102
0.859649121761322,0.5395964980125427,34,454,,
,,34,454,0.8589420914649963,0.5359925627708435
0.859649121761322,0.5358806252479553,35,467,,
,,35,467,0.8589420914649963,0.5319993495941162
0.871345043182373,0.5322163701057434,36,480,,
,,36,480,0.8639798760414124,0.5281457901000977
0.8654970526695251,0.5285936594009399,37,493,,
,,37,493,0.8639798760414124,0.5242988467216492
0.8771929740905762,0.524928867816925,38,506,,
,,38,506,0.8639798760414124,0.5205403566360474
0.8771929740905762,0.5214222073554993,39,519,,
,,39,519,0.8664987683296204,0.5168996453285217
0.8830409646034241,0.5179911255836487,40,532,,
,,40,532,0.8715365529060364,0.5132139325141907
0.8771929740905762,0.5145315527915955,41,545,,
,,41,545,0.8715365529060364,0.5096830725669861
0.8771929740905762,0.5110949277877808,42,558,,
,,42,558,0.8765742778778076,0.5061914920806885
0.8771929740905762,0.5077662467956543,43,571,,
,,43,571,0.8790931701660156,0.5027521252632141
0.8771929740905762,0.5044686198234558,44,584,,
,,44,584,0.8816120624542236,0.49931684136390686
0.8771929740905762,0.501285195350647,45,597,,
,,45,597,0.8816120624542236,0.4958782196044922
0.8771929740905762,0.4980791211128235,46,610,,
,,46,610,0.8841309547424316,0.49261632561683655
0.8771929740905762,0.4950231909751892,47,623,,
,,47,623,0.8790931701660156,0.4894655644893646
0.8771929740905762,0.49195051193237305,48,636,,
,,48,636,0.8790931701660156,0.4861113131046295
0.8771929740905762,0.48898079991340637,49,649,,
,,49,649,0.8790931701660156,0.4829155504703522
0.8771929740905762,0.4859413802623749,50,662,,
,,50,662,0.8790931701660156,0.4799140393733978
0.8771929740905762,0.48308372497558594,51,675,,
,,51,675,0.8790931701660156,0.47689637541770935
0.8771929740905762,0.48014047741889954,52,688,,
,,52,688,0.8790931701660156,0.47383344173431396
0.8771929740905762,0.4772076904773712,53,701,,
,,53,701,0.8816120624542236,0.470976859331131
0.8771929740905762,0.47446209192276,54,714,,
,,54,714,0.8841309547424316,0.46797579526901245
0.8771929740905762,0.4717244803905487,55,727,,
,,55,727,0.8841309547424316,0.4650644361972809
0.8771929740905762,0.46903127431869507,56,740,,
,,56,740,0.8841309547424316,0.4623609781265259
0.8771929740905762,0.46642976999282837,57,753,,
,,57,753,0.8841309547424316,0.45958036184310913
0.8771929740905762,0.4637324810028076,58,766,,
,,58,766,0.8841309547424316,0.4568546712398529
0.8771929740905762,0.46108633279800415,59,779,,
,,59,779,0.8866498470306396,0.45414596796035767
0.8771929740905762,0.4586449861526489,60,792,,
,,60,792,0.8891687393188477,0.4515495300292969
0.8771929740905762,0.4560038149356842,61,805,,
,,61,805,0.8891687393188477,0.4489476978778839
0.8771929740905762,0.4534773826599121,62,818,,
,,62,818,0.8916876316070557,0.44631946086883545
0.8771929740905762,0.4510622024536133,63,831,,
,,63,831,0.8916876316070557,0.4437462389469147
0.8771929740905762,0.44871073961257935,64,844,,
,,64,844,0.8916876316070557,0.4412790536880493
0.8771929740905762,0.44632601737976074,65,857,,
,,65,857,0.8916876316070557,0.43881353735923767
0.8771929740905762,0.44387951493263245,66,870,,
,,66,870,0.8942065238952637,0.43639805912971497
0.8888888955116272,0.4415050745010376,67,883,,
,,67,883,0.8942065238952637,0.4340917468070984
0.8771929740905762,0.439373254776001,68,896,,
,,68,896,0.8916876316070557,0.43185076117515564
0.8888888955116272,0.4369365870952606,69,909,,
,,69,909,0.8942065238952637,0.4293155372142792
0.8888888955116272,0.43480145931243896,70,922,,
,,70,922,0.8942065238952637,0.4270251989364624
0.8888888955116272,0.43256133794784546,71,935,,
,,71,935,0.8967254161834717,0.42470017075538635
0.8888888955116272,0.4302486479282379,72,948,,
,,72,948,0.8967254161834717,0.4227067828178406
0.8830409646034241,0.42808616161346436,73,961,,
,,73,961,0.8967254161834717,0.42026767134666443
0.8888888955116272,0.42597126960754395,74,974,,
,,74,974,0.8967254161834717,0.4180288314819336
0.8830409646034241,0.4239383339881897,75,987,,
,,75,987,0.8967254161834717,0.41606441140174866
0.8888888955116272,0.42176324129104614,76,1000,,
,,76,1000,0.8967254161834717,0.41377168893814087
0.8888888955116272,0.4197460114955902,77,1013,,
,,77,1013,0.8967254161834717,0.4116736054420471
0.8888888955116272,0.4177318811416626,78,1026,,
,,78,1026,0.8967254161834717,0.409599244594574
0.8888888955116272,0.4157714545726776,79,1039,,
,,79,1039,0.8967254161834717,0.4075701832771301
0.8888888955116272,0.41371604800224304,80,1052,,
,,80,1052,0.8967254161834717,0.4055533707141876
0.8888888955116272,0.4117717742919922,81,1065,,
,,81,1065,0.8992443084716797,0.40350472927093506
0.8888888955116272,0.4099520742893219,82,1078,,
,,82,1078,0.8967254161834717,0.401554137468338
0.8888888955116272,0.4081312119960785,83,1091,,
,,83,1091,0.8967254161834717,0.3996015787124634
0.8888888955116272,0.40617188811302185,84,1104,,
,,84,1104,0.8992443084716797,0.39770254492759705
0.8888888955116272,0.4043240547180176,85,1117,,
,,85,1117,0.8992443084716797,0.3957742154598236
0.8947368264198303,0.4024100601673126,86,1130,,
,,86,1130,0.9017632007598877,0.3940713703632355
0.8888888955116272,0.400709331035614,87,1143,,
,,87,1143,0.9017632007598877,0.392109215259552
0.8888888955116272,0.39891356229782104,88,1156,,
,,88,1156,0.8992443084716797,0.39030003547668457
0.9005848169326782,0.39708447456359863,89,1169,,
,,89,1169,0.9017632007598877,0.3884961009025574
0.9005848169326782,0.3953920900821686,90,1182,,
,,90,1182,0.9017632007598877,0.38673362135887146
0.9005848169326782,0.3936269283294678,91,1195,,
,,91,1195,0.9042820930480957,0.3851681649684906
0.8947368264198303,0.392027348279953,92,1208,,
,,92,1208,0.9042820930480957,0.3832227289676666
0.8888888955116272,0.39052852988243103,93,1221,,
,,93,1221,0.9017632007598877,0.3815697431564331
0.8888888955116272,0.3889235556125641,94,1234,,
,,94,1234,0.8992443084716797,0.3800111413002014
0.8888888955116272,0.38728097081184387,95,1247,,
,,95,1247,0.8992443084716797,0.37829771637916565
0.8888888955116272,0.3855833411216736,96,1260,,
,,96,1260,0.8992443084716797,0.37660548090934753
0.9005848169326782,0.3838321566581726,97,1273,,
,,97,1273,0.9017632007598877,0.3749977946281433
0.9005848169326782,0.382268488407135,98,1286,,
,,98,1286,0.9042820930480957,0.3733225464820862
0.9005848169326782,0.38068416714668274,99,1299,,
,,99,1299,0.9042820930480957,0.3717685639858246
0.9005848169326782,0.38068416714668274,100,1300,,
