val_acc,val_loss,epoch,step,train_acc,train_loss,test_acc,test_loss
0.5130163431167603,0.6704066395759583,60,2439,,,,
,,60,2439,0.5297453999519348,0.6841660141944885,,
0.529290497303009,0.7039196491241455,61,2479,,,,
,,61,2479,0.529547393321991,0.6824259757995605,,
0.5321996808052063,0.6714763641357422,62,2519,,,,
,,62,2519,0.530131459236145,0.6952487826347351,,
0.5353533029556274,0.666348397731781,63,2559,,,,
,,63,2559,0.5479201674461365,0.6764509677886963,,
0.5301693081855774,0.6632124185562134,64,2599,,,,
,,64,2599,0.5481058359146118,0.6641287803649902,,
0.527449369430542,0.6674466729164124,65,2639,,,,
,,65,2639,0.549039900302887,0.663726806640625,,
0.5277082324028015,0.663804829120636,66,2679,,,,
,,66,2679,0.5458915829658508,0.664649248123169,,
0.5407723188400269,0.661466658115387,67,2719,,,,
,,67,2719,0.5481749176979065,0.6625257134437561,,
0.5347567200660706,0.6618953943252563,68,2759,,,,
,,68,2759,0.5472469925880432,0.6611874103546143,,
0.5401874780654907,0.6632960438728333,69,2799,,,,
,,69,2799,0.5440645813941956,0.6723739504814148,,
0.5216941237449646,0.6684585809707642,70,2839,,,,
,,70,2839,0.5492516160011292,0.6642673015594482,,
0.5198147892951965,0.7294555902481079,71,2879,,,,
,,71,2879,0.5484405755996704,0.6663668155670166,,
0.5014275908470154,0.7711852788925171,72,2919,,,,
,,72,2919,0.5348236560821533,0.7019553184509277,,
0.5263243913650513,0.6720466017723083,73,2959,,,,
,,73,2959,0.5340606570243835,0.6925091743469238,,
0.5358164310455322,0.6618283987045288,74,2999,,,,
,,74,2999,0.5492179989814758,0.6658028364181519,,
0.5421164035797119,0.6630007028579712,75,3039,,,,
,,75,3039,0.549748420715332,0.6638903021812439,,
0.5278037786483765,0.6648277044296265,76,3079,,,,
,,76,3079,0.5449362993240356,0.6630420684814453,,
0.5423707365989685,0.6611611247062683,77,3119,,,,
,,77,3119,0.5347033739089966,0.6661756038665771,,
0.5368978381156921,0.6625731587409973,78,3159,,,,
,,78,3159,0.5560040473937988,0.662483811378479,,
0.5199161171913147,0.6758850812911987,79,3199,,,,
,,79,3199,0.5513659715652466,0.6619786620140076,,
0.5282264947891235,0.6656858325004578,80,3239,,,,
,,80,3239,0.5435556769371033,0.6793447732925415,,
0.524623692035675,0.7050966620445251,81,3279,,,,
,,81,3279,0.5392165184020996,0.6915675401687622,,
0.5179596543312073,0.7033897638320923,82,3319,,,,
,,82,3319,0.5401257276535034,0.6983418464660645,,
0.5423604846000671,0.6635625958442688,83,3359,,,,
,,83,3359,0.544264554977417,0.6725203990936279,,
0.5331516861915588,0.6634414196014404,84,3399,,,,
,,84,3399,0.5499880313873291,0.6618782877922058,,
0.5374282598495483,0.6644346714019775,85,3439,,,,
,,85,3439,0.5472878813743591,0.663074791431427,,
0.5243923664093018,0.6674230098724365,86,3479,,,,
,,86,3479,0.5544096827507019,0.661058247089386,,
0.52994704246521,0.6640872359275818,87,3519,,,,
,,87,3519,0.5491560101509094,0.661712110042572,,
0.5387884378433228,0.662192165851593,88,3559,,,,
,,88,3559,0.5503040552139282,0.6618879437446594,,
0.5224572420120239,0.6971992254257202,89,3599,,,,
,,89,3599,0.5383766889572144,0.6974255442619324,,
0.5414465665817261,0.6622911691665649,90,3639,,,,
,,90,3639,0.5506396293640137,0.6671983599662781,,
0.523296594619751,0.6692095398902893,91,3679,,,,
,,91,3679,0.5503767132759094,0.6644885540008545,,
0.5303429961204529,0.6656700968742371,92,3719,,,,
,,92,3719,0.5544782280921936,0.6611769795417786,,
0.5213114023208618,0.6650059223175049,93,3759,,,,
,,93,3759,0.5582820177078247,0.6596516370773315,,
0.5381841063499451,0.6631264686584473,94,3799,,,,
,,94,3799,0.5524759888648987,0.661922812461853,,
0.5296502113342285,0.6685012578964233,95,3839,,,,
,,95,3839,0.5565406680107117,0.6609519124031067,,
0.5121375918388367,0.6898963451385498,96,3879,,,,
,,96,3879,0.547603964805603,0.6977087259292603,,
0.5339630246162415,0.6636139750480652,97,3919,,,,
,,97,3919,0.553348183631897,0.6657930612564087,,
0.5333916544914246,0.6633947491645813,98,3959,,,,
,,98,3959,0.551343560218811,0.6616467237472534,,
0.537610650062561,0.6634905338287354,99,3999,,,,
,,99,3999,0.5540973544120789,0.6629849076271057,,
0.537452757358551,0.6653584241867065,100,4039,,,,
,,100,4039,0.5540341138839722,0.6714813113212585,,
0.538849413394928,0.663821816444397,101,4079,,,,
,,101,4079,0.5521689057350159,0.6723622679710388,,
0.532941997051239,0.6635204553604126,102,4119,,,,
,,102,4119,0.5576521158218384,0.6602485179901123,,
0.5226446390151978,0.6687271595001221,103,4159,,,,
,,103,4159,0.5596793293952942,0.6598578095436096,,
0.531860888004303,0.6625621318817139,104,4199,,,,
,,104,4199,0.5507825613021851,0.6601372361183167,,
0.5357704758644104,0.662671685218811,105,4239,,,,
,,105,4239,0.557030439376831,0.6592189073562622,,
0.5333786606788635,0.665896475315094,106,4279,,,,
,,106,4279,0.5565949082374573,0.661853551864624,,
0.527675986289978,0.6899831295013428,107,4319,,,,
,,107,4319,0.5540730357170105,0.6842718720436096,,
0.5420674681663513,0.6623412370681763,108,4359,,,,
,,108,4359,0.5509132742881775,0.6696569323539734,,
0.529726505279541,0.6650609374046326,109,4399,,,,
,,109,4399,0.5595706701278687,0.6603464484214783,,
0.5428952574729919,0.6615042686462402,110,4439,,,,
,,110,4439,0.5621278285980225,0.6582551002502441,,
0.5359847545623779,0.6664343476295471,111,4479,,,,
,,111,4479,0.5623018741607666,0.6580893993377686,,
0.5336621403694153,0.6625877618789673,112,4519,,,,
,,112,4519,0.5618477463722229,0.6581771969795227,,
0.5331187844276428,0.6649094223976135,113,4559,,,,
,,113,4559,0.55790114402771,0.6594840884208679,,
0.49411019682884216,0.8192898631095886,114,4599,,,,
,,114,4599,0.5461381673812866,0.6954683661460876,,
0.5404028296470642,0.6655579209327698,115,4639,,,,
,,115,4639,0.5413433313369751,0.7029159069061279,,
0.5240610241889954,0.6677911877632141,116,4679,,,,
,,116,4679,0.5608308911323547,0.6604775786399841,,
0.5292876958847046,0.6643829941749573,117,4719,,,,
,,117,4719,0.5564258694648743,0.6589652895927429,,
0.5282667279243469,0.6635249853134155,118,4759,,,,
,,118,4759,0.5660948753356934,0.657046377658844,,
0.5388049483299255,0.6628050208091736,119,4799,,,,
,,119,4799,0.5660337209701538,0.6587809920310974,,
0.5296058058738708,0.666491687297821,120,4839,,,,
,,120,4839,0.562373697757721,0.6703358292579651,,
0.5336874127388,0.6635838150978088,121,4879,,,,
,,121,4879,0.5664199590682983,0.6591281294822693,,
0.5220974087715149,0.6748993396759033,122,4919,,,,
,,122,4919,0.5604808926582336,0.658525824546814,,
0.5375379920005798,0.6663526892662048,123,4959,,,,
,,123,4959,0.5669284462928772,0.6586088538169861,,
0.5314448475837708,0.6922854781150818,124,4999,,,,
,,124,4999,0.5627105236053467,0.6649883985519409,,
0.5359497666358948,0.6696529984474182,125,5039,,,,
,,125,5039,0.5618232488632202,0.6686711311340332,,
0.5352882146835327,0.6668559908866882,126,5079,,,,
,,126,5079,0.5657554864883423,0.657265305519104,,
0.5339934229850769,0.6687975525856018,127,5119,,,,
,,127,5119,0.5642660856246948,0.6569885015487671,,
0.52774977684021,0.6666955351829529,128,5159,,,,
,,128,5159,0.5616429448127747,0.6592075228691101,,
0.5382338166236877,0.6664848327636719,129,5199,,,,
,,129,5199,0.5712501406669617,0.6551685333251953,,
0.5297303199768066,0.6853253245353699,130,5239,,,,
,,130,5239,0.5686197876930237,0.658144474029541,,
0.5233468413352966,0.722939133644104,131,5279,,,,
,,131,5279,0.5257751941680908,0.7708568572998047,,
0.534271776676178,0.6712788343429565,132,5319,,,,
,,132,5319,0.5542845726013184,0.6830345988273621,,
0.5436640381813049,0.6635594367980957,133,5359,,,,
,,133,5359,0.5662932991981506,0.6593019962310791,,
0.5270626544952393,0.670753002166748,134,5399,,,,
,,134,5399,0.5694320797920227,0.6593078374862671,,
0.5303402543067932,0.6692119836807251,135,5439,,,,
,,135,5439,0.5672836899757385,0.657611072063446,,
0.5265558958053589,0.6934073567390442,136,5479,,,,
,,136,5479,0.5622984766960144,0.6607881784439087,,
0.5240764617919922,0.6711726188659668,137,5519,,,,
,,137,5519,0.5686781406402588,0.6638492345809937,,
0.5384348630905151,0.6625914573669434,138,5559,,,,
,,138,5559,0.5709195733070374,0.6553345322608948,,
0.5251185297966003,0.7559624314308167,139,5599,,,,
,,139,5599,0.565597414970398,0.6796408295631409,,
0.5436148047447205,0.6701178550720215,140,5639,,,,
,,140,5639,0.5627877116203308,0.6802309155464172,,
0.5417316555976868,0.6668113470077515,141,5679,,,,
,,141,5679,0.5690820217132568,0.6578325033187866,,
0.5554634928703308,0.6648241281509399,142,5719,,,,
,,142,5719,0.5754067301750183,0.6568577289581299,,
0.547795295715332,0.6622137427330017,143,5759,,,,
,,143,5759,0.5784363150596619,0.6540078520774841,,
0.5401280522346497,0.6683300733566284,144,5799,,,,
,,144,5799,0.5726783871650696,0.654502809047699,,
0.5383542776107788,0.7032720446586609,145,5839,,,,
,,145,5839,0.5775004029273987,0.6554971933364868,,
0.5304557681083679,0.6825069189071655,146,5879,,,,
,,146,5879,0.5539722442626953,0.705152690410614,,
0.5396848320960999,0.6663978695869446,147,5919,,,,
,,147,5919,0.5695216655731201,0.6616014242172241,,
0.5395826101303101,0.6647536754608154,148,5959,,,,
,,148,5959,0.5799391865730286,0.6535028219223022,,
0.5433067083358765,0.6635622382164001,149,5999,,,,
,,149,5999,0.5810250639915466,0.6542819142341614,,
0.5355867743492126,0.6812847256660461,150,6039,,,,
,,150,6039,0.5810502767562866,0.6542977690696716,,
0.5294829607009888,0.6969394087791443,151,6079,,,,
,,151,6079,0.5558749437332153,0.6866262555122375,,
0.5487980842590332,0.6660664081573486,152,6119,,,,
,,152,6119,0.5742430090904236,0.6657657027244568,,
0.5491378307342529,0.6631225347518921,153,6159,,,,
,,153,6159,0.5792766213417053,0.6534141302108765,,
0.5549212694168091,0.6634124517440796,154,6199,,,,
,,154,6199,0.587346076965332,0.6512378454208374,,
0.5431255102157593,0.6647824645042419,155,6239,,,,
,,155,6239,0.5825585126876831,0.6506734490394592,,
0.5466107130050659,0.663730800151825,156,6279,,,,
,,156,6279,0.5930295586585999,0.6492221355438232,,
0.5336388945579529,0.8580204248428345,157,6319,,,,
,,157,6319,0.587303638458252,0.6517322063446045,,
0.5503479242324829,0.6780157685279846,158,6359,,,,
,,158,6359,0.5659005641937256,0.7173168063163757,,
0.5482206344604492,0.6665813326835632,159,6399,,,,
,,159,6399,0.5871796607971191,0.6615180969238281,,
0.5702836513519287,0.6611883044242859,160,6439,,,,
,,160,6439,0.5935056209564209,0.6476410031318665,,
0.5552777647972107,0.66522216796875,161,6479,,,,
,,161,6479,0.5973538160324097,0.6471918225288391,,
0.5688982605934143,0.6630573868751526,162,6519,,,,
,,162,6519,0.5927824378013611,0.6561823487281799,,
0.5754069089889526,0.6556227803230286,163,6559,,,,
,,163,6559,0.5987650156021118,0.6476042866706848,,
0.5666007995605469,0.6560972332954407,164,6599,,,,
,,164,6599,0.6055192947387695,0.6422922015190125,,
0.5618723034858704,0.6581124663352966,165,6639,,,,
,,165,6639,0.6009806990623474,0.6437472701072693,,
0.578927218914032,0.6605868339538574,166,6679,,,,
,,166,6679,0.6039953827857971,0.6474857330322266,,
0.5367577075958252,0.6719927191734314,167,6719,,,,
,,167,6719,0.5789172649383545,0.6621347069740295,,
0.5409638285636902,0.6715036034584045,168,6759,,,,
,,168,6759,0.5750906467437744,0.6562649607658386,,
0.5452945232391357,0.6705894470214844,169,6799,,,,
,,169,6799,0.5818126797676086,0.6580270528793335,,
0.5372031331062317,0.6685943603515625,170,6839,,,,
,,170,6839,0.583470344543457,0.6514521241188049,,
0.5437330007553101,0.671491265296936,171,6879,,,,
,,171,6879,0.5862557888031006,0.6503065228462219,,
0.5044816732406616,0.7456322312355042,172,6919,,,,
,,172,6919,0.5589300394058228,0.7215186953544617,,
0.5378208160400391,0.6759307384490967,173,6959,,,,
,,173,6959,0.5534359216690063,0.6904360055923462,,
0.5395452380180359,0.6693956851959229,174,6999,,,,
,,174,6999,0.577343761920929,0.65459805727005,,
0.5418857336044312,0.6671107411384583,175,7039,,,,
,,175,7039,0.5895183086395264,0.6503434181213379,,
0.5453009009361267,0.668697714805603,176,7079,,,,
,,176,7079,0.5843107104301453,0.6513317227363586,,
0.5376105904579163,0.6701889038085938,177,7119,,,,
,,177,7119,0.5868712067604065,0.6496344804763794,,
0.5360872745513916,0.6684851050376892,178,7159,,,,
,,178,7159,0.5906603336334229,0.6475938558578491,,
0.5060118436813354,0.8016104698181152,179,7199,,,,
,,179,7199,0.5768682360649109,0.6841602921485901,,
0.5416638851165771,0.6746162176132202,180,7239,,,,
,,180,7239,0.566279947757721,0.6900214552879333,,
0.5414993762969971,0.6730642914772034,181,7279,,,,
,,181,7279,0.5773875117301941,0.6577354669570923,,
0.541731059551239,0.6738268136978149,182,7319,,,,
,,182,7319,0.5872559547424316,0.6518390774726868,,
0.5252315402030945,0.6744834184646606,183,7359,,,,
,,183,7359,0.5899936556816101,0.6483762264251709,,
0.5469151139259338,0.6688053607940674,184,7399,,,,
,,184,7399,0.5930845141410828,0.6462713479995728,,
0.5460376739501953,0.6699194312095642,185,7439,,,,
,,185,7439,0.5965183973312378,0.6471375823020935,,
0.5485926270484924,0.6701837778091431,186,7479,,,,
,,186,7479,0.5947606563568115,0.6447907090187073,,
0.5326962471008301,0.6785842776298523,187,7519,,,,
,,187,7519,0.5869778990745544,0.6617376208305359,,
0.5484805107116699,0.6730854511260986,188,7559,,,,
,,188,7559,0.5944483280181885,0.6478063464164734,,
0.5404072999954224,0.6715136766433716,189,7599,,,,
,,189,7599,0.5919958353042603,0.6527202129364014,,
0.5467997193336487,0.6716638803482056,190,7639,,,,
,,190,7639,0.6036028861999512,0.6417642831802368,,
0.5397255420684814,0.672009289264679,191,7679,,,,
,,191,7679,0.6047280430793762,0.6401228904724121,,
0.5429087281227112,0.6706069707870483,192,7719,,,,
,,192,7719,0.5942410826683044,0.6466265916824341,,
0.5464069843292236,0.6724610328674316,193,7759,,,,
,,193,7759,0.5936586856842041,0.6495563387870789,,
0.5430164337158203,0.6692848205566406,194,7799,,,,
,,194,7799,0.6000843644142151,0.645680844783783,,
0.541141152381897,0.6729892492294312,195,7839,,,,
,,195,7839,0.6032941937446594,0.6423976421356201,,
0.5481740236282349,0.6699253916740417,196,7879,,,,
,,196,7879,0.6061387062072754,0.641014039516449,,
0.5492778420448303,0.6708188652992249,197,7919,,,,
,,197,7919,0.597734808921814,0.6422039866447449,,
0.5499433279037476,0.6698961853981018,198,7959,,,,
,,198,7959,0.6050287485122681,0.6486485004425049,,
0.5594083666801453,0.6725432872772217,199,7999,,,,
,,199,7999,0.6105408072471619,0.6536797285079956,,
,,200,8000,,,0.5333117842674255,0.6901612281799316
