val_acc,val_loss,epoch,step,train_acc,train_loss
0.17575757205486298,3.618424892425537,0,3,,
,,0,3,0.0807591900229454,3.8850936889648438
0.20606060326099396,3.255434036254883,1,7,,
,,1,7,0.18268388509750366,3.4541962146759033
0.23636361956596375,2.9859163761138916,2,11,,
,,2,11,0.23798403143882751,3.080961227416992
0.3272727131843567,2.7851572036743164,3,15,,
,,3,15,0.25077810883522034,2.83567214012146
0.35757574439048767,2.650999069213867,4,19,,
,,4,19,0.32915374636650085,2.649592638015747
0.35757574439048767,2.5477917194366455,5,23,,
,,5,23,0.37637415528297424,2.4894092082977295
0.38787877559661865,2.4482533931732178,6,27,,
,,6,27,0.38153764605522156,2.3806211948394775
0.3757575750350952,2.378249406814575,7,31,,
,,7,31,0.39006349444389343,2.2777180671691895
0.38787877559661865,2.3154525756835938,8,35,,
,,8,35,0.3975648283958435,2.1946418285369873
0.3696969747543335,2.2702808380126953,9,39,,
,,9,39,0.4023146629333496,2.1368963718414307
0.38181817531585693,2.235429525375366,10,43,,
,,10,43,0.41402673721313477,2.1022109985351562
0.4000000059604645,2.2102928161621094,11,47,,
,,11,47,0.4313579499721527,2.0335307121276855
0.4000000059604645,2.1602895259857178,12,51,,
,,12,51,0.4312109053134918,1.9796388149261475
0.38181817531585693,2.1298415660858154,13,55,,
,,13,55,0.4561942219734192,1.919242262840271
0.4060606062412262,2.105015516281128,14,59,,
,,14,59,0.49528875946998596,1.8018510341644287
0.41818180680274963,2.0877857208251953,15,63,,
,,15,63,0.49360865354537964,1.792288064956665
0.43030303716659546,2.0752604007720947,16,67,,
,,16,67,0.4944738447666168,1.7570877075195312
0.42424243688583374,2.045254945755005,17,71,,
,,17,71,0.5103291273117065,1.6712249517440796
0.42424243688583374,2.0349667072296143,18,75,,
,,18,75,0.5131021738052368,1.626169204711914
0.43030303716659546,2.0205090045928955,19,79,,
,,19,79,0.5455834269523621,1.5586776733398438
0.4484848380088806,2.0104525089263916,20,83,,
,,20,83,0.5529075264930725,1.547860860824585
0.43030303716659546,2.015679121017456,21,87,,
,,21,87,0.5673618316650391,1.4907195568084717
0.46060603857040405,2.0044381618499756,22,91,,
,,22,91,0.5780816674232483,1.4272078275680542
0.46666663885116577,2.015972852706909,23,95,,
,,23,95,0.585573136806488,1.4175039529800415
0.46060603857040405,2.007093667984009,24,99,,
,,24,99,0.5842636823654175,1.3842195272445679
0.4484848380088806,2.012765884399414,25,103,,
,,25,103,0.6158064603805542,1.312679648399353
0.46060603857040405,2.019908905029297,26,107,,
,,26,107,0.6147224307060242,1.3047183752059937
0.4848484992980957,1.9735615253448486,27,111,,
,,27,111,0.6286861300468445,1.2915416955947876
0.4727272391319275,2.016587257385254,28,115,,
,,28,115,0.6438937187194824,1.2393337488174438
0.46666663885116577,2.0120551586151123,29,119,,
,,29,119,0.6135624647140503,1.2559208869934082
0.46666663885116577,2.0125107765197754,30,123,,
,,30,123,0.6356850862503052,1.1986249685287476
0.4727272391319275,2.0052387714385986,31,127,,
,,31,127,0.6397817730903625,1.1897540092468262
0.46666663885116577,2.0276856422424316,32,131,,
,,32,131,0.6536582708358765,1.122899055480957
0.4848484992980957,2.040708065032959,33,135,,
,,33,135,0.664601743221283,1.1260781288146973
0.46060603857040405,2.013766288757324,34,139,,
,,34,139,0.6409213542938232,1.1735444068908691
0.4727272391319275,2.0439789295196533,35,143,,
,,35,143,0.669655442237854,1.083695650100708
0.4727272391319275,2.061464309692383,36,147,,
,,36,147,0.6390010714530945,1.1216185092926025
0.4787878394126892,2.0338070392608643,37,151,,
,,37,151,0.6646802425384521,1.0870392322540283
0.4787878394126892,2.0299110412597656,38,155,,
,,38,155,0.6959846615791321,0.9890891909599304
0.4909090995788574,2.0593149662017822,39,159,,
,,39,159,0.6906324028968811,0.9904724955558777
0.4848484992980957,2.094637393951416,40,163,,
,,40,163,0.6935092210769653,0.9883021116256714
0.4727272391319275,2.1131224632263184,41,167,,
,,41,167,0.6904400587081909,0.9938133358955383
0.5030303001403809,2.0659759044647217,42,171,,
,,42,171,0.7106599807739258,0.909698486328125
0.5030303001403809,2.0858635902404785,43,175,,
,,43,175,0.7261101007461548,0.899917721748352
0.4787878394126892,2.1110382080078125,44,179,,
,,44,179,0.7113008499145508,0.9294379949569702
0.5090909004211426,2.116645574569702,45,183,,
,,45,183,0.7125247716903687,0.9225691556930542
0.49696969985961914,2.1359059810638428,46,187,,
,,46,187,0.7220537662506104,0.8800063133239746
0.5090909004211426,2.1009209156036377,47,191,,
,,47,191,0.7294491529464722,0.9131062626838684
0.49696969985961914,2.116713047027588,48,195,,
,,48,195,0.7377009391784668,0.8727184534072876
0.5030303001403809,2.104808807373047,49,199,,
,,49,199,0.7472357749938965,0.8346360921859741
0.5090909004211426,2.121471405029297,50,203,,
,,50,203,0.723598837852478,0.8761234283447266
0.49696969985961914,2.1417102813720703,51,207,,
,,51,207,0.7356507182121277,0.856087327003479
0.4909090995788574,2.154209852218628,52,211,,
,,52,211,0.7517043352127075,0.8093950152397156
0.5030303001403809,2.1281721591949463,53,215,,
,,53,215,0.7354750633239746,0.8233359456062317
0.49696969985961914,2.160414934158325,54,219,,
,,54,219,0.7402639985084534,0.8104730844497681
0.5090909004211426,2.167219638824463,55,223,,
,,55,223,0.7579613327980042,0.7380791902542114
0.5090909004211426,2.156919240951538,56,227,,
,,56,227,0.7482449412345886,0.8159950375556946
0.5090909004211426,2.1926662921905518,57,231,,
,,57,231,0.7540122866630554,0.7932520508766174
0.5151515007019043,2.1793808937072754,58,235,,
